TIMESTAMP                  	APPDOMAIN                                    	LOGGERNAME                                 	THREADNAME                                	LEVEL    	MESSAGE
2022-12-28 15:04:53,591    	OlympicWords                                 	EFCoreLogs-default                         	42                                        	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:12:22,840    	OlympicWords                                 	EFCoreLogs-default                         	95                                        	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-28 15:15:03,381    	OlympicWords                                 	EFCoreLogs-default                         	142                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:15:03,402    	OlympicWords                                 	EFCoreLogs-default                         	143                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-28 15:15:04,466    	OlympicWords                                 	EFCoreLogs-default                         	143                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-28 15:15:39,633    	OlympicWords                                 	EFCoreLogs-default                         	131                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:15:39,635    	OlympicWords                                 	EFCoreLogs-default                         	140                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-28 15:15:39,676    	OlympicWords                                 	EFCoreLogs-default                         	140                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-28 15:16:46,330    	OlympicWords                                 	EFCoreLogs-default                         	164                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:16:46,332    	OlympicWords                                 	EFCoreLogs-default                         	153                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-28 15:16:47,354    	OlympicWords                                 	EFCoreLogs-default                         	153                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-28 15:28:57,951    	OlympicWords                                 	EFCoreLogs-default                         	200                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:28:57,953    	OlympicWords                                 	EFCoreLogs-default                         	204                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-28 15:28:59,017    	OlympicWords                                 	EFCoreLogs-default                         	204                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-28 15:29:39,215    	OlympicWords                                 	EFCoreLogs-default                         	203                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:29:39,216    	OlympicWords                                 	EFCoreLogs-default                         	207                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-28 15:29:39,298    	OlympicWords                                 	EFCoreLogs-default                         	207                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-28 15:30:11,068    	OlympicWords                                 	EFCoreLogs-default                         	200                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:30:11,070    	OlympicWords                                 	EFCoreLogs-default                         	215                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-28 15:30:12,132    	OlympicWords                                 	EFCoreLogs-default                         	215                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-28 15:31:20,696    	OlympicWords                                 	EFCoreLogs-default                         	239                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:31:20,698    	OlympicWords                                 	EFCoreLogs-default                         	229                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-28 15:31:21,783    	OlympicWords                                 	EFCoreLogs-default                         	229                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-28 15:33:41,570    	OlympicWords                                 	EFCoreLogs-default                         	277                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:33:41,592    	OlympicWords                                 	EFCoreLogs-default                         	276                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-28 15:33:42,636    	OlympicWords                                 	EFCoreLogs-default                         	276                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-28 15:38:51,155    	OlympicWords                                 	EFCoreLogs-default                         	282                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:38:51,157    	OlympicWords                                 	EFCoreLogs-default                         	275                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-28 15:38:52,281    	OlympicWords                                 	EFCoreLogs-default                         	275                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-28 15:39:47,374    	OlympicWords                                 	EFCoreLogs-default                         	274                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:39:47,376    	OlympicWords                                 	EFCoreLogs-default                         	272                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-28 15:39:47,397    	OlympicWords                                 	EFCoreLogs-default                         	272                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-28 15:39:52,187    	OlympicWords                                 	EFCoreLogs-default                         	258                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-28 15:39:52,209    	OlympicWords                                 	EFCoreLogs-default                         	255                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-28 15:39:53,272    	OlympicWords                                 	EFCoreLogs-default                         	255                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
