TIMESTAMP                  	APPDOMAIN                                    	LOGGERNAME                                 	THREADNAME                                	LEVEL    	MESSAGE
2022-12-24 14:34:28,625    	OlympicWords                                 	EFCoreLogs-default                         	42                                        	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-24 14:39:36,276    	OlympicWords                                 	EFCoreLogs-default                         	93                                        	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-24 14:39:36,991    	OlympicWords                                 	EFCoreLogs-default                         	102                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-24 14:39:37,014    	OlympicWords                                 	EFCoreLogs-default                         	99                                        	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-24 14:39:37,056    	OlympicWords                                 	EFCoreLogs-default                         	99                                        	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-24 14:41:16,013    	OlympicWords                                 	EFCoreLogs-default                         	108                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-24 14:41:16,015    	OlympicWords                                 	EFCoreLogs-default                         	110                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-24 14:41:17,037    	OlympicWords                                 	EFCoreLogs-default                         	110                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-24 14:50:05,552    	OlympicWords                                 	EFCoreLogs-default                         	156                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-24 14:50:05,553    	OlympicWords                                 	EFCoreLogs-default                         	129                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-24 14:50:06,637    	OlympicWords                                 	EFCoreLogs-default                         	129                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-24 14:50:18,818    	OlympicWords                                 	EFCoreLogs-default                         	153                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-24 14:50:18,821    	OlympicWords                                 	EFCoreLogs-default                         	129                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-24 14:50:18,883    	OlympicWords                                 	EFCoreLogs-default                         	129                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-24 14:54:46,114    	OlympicWords                                 	EFCoreLogs-default                         	193                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-24 14:54:46,137    	OlympicWords                                 	EFCoreLogs-default                         	168                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-24 14:54:47,221    	OlympicWords                                 	EFCoreLogs-default                         	168                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-24 15:57:52,677    	OlympicWords                                 	EFCoreLogs-default                         	282                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-24 15:57:52,679    	OlympicWords                                 	EFCoreLogs-default                         	280                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-24 15:57:53,681    	OlympicWords                                 	EFCoreLogs-default                         	280                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-24 16:00:38,077    	OlympicWords                                 	EFCoreLogs-default                         	274                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-24 16:00:38,078    	OlympicWords                                 	EFCoreLogs-default                         	273                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-24 16:00:39,080    	OlympicWords                                 	EFCoreLogs-default                         	273                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
2022-12-24 16:01:13,395    	OlympicWords                                 	EFCoreLogs-default                         	262                                       	INFO     	NCache EF Core Provider	:	Async operation requested.
2022-12-24 16:01:13,397    	OlympicWords                                 	EFCoreLogs-default                         	262                                       	INFO     	NCache EF Core Provider	:	Performing FromCache for Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable`1[OlympicWords.Data.User] with options CachingOptions = { AbsoluteExpirationTime = '12/31/9999 11:59:59 PM', SlidingExpirationTime = '00:00:00', ExpirationType = 'None', QueryIdentifier = '', StoreAs = 'SeperateEntities', Priority = 'Default', CreateDbDependency = 'False' }.
2022-12-24 16:01:13,397    	OlympicWords                                 	EFCoreLogs-default                         	262                                       	INFO     	NCache EF Core Provider	:	ExpressionToString '[Microsoft.EntityFrameworkCore.Query.QueryRootExpression].Where(Extent1 => (Extent1.Id == value(OlympicWords.Services.OfflineRepo).scopeRepo.UserId))'
END 
